X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,language
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(-3.861276--1.535969]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-13.871502--12.377339]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(-1.304295-1.077473]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(5.48611-7.158105]\'','\'(-3.330396--1.3003]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-0.43563-1.462723]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(3.667355-6.169673]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(0.470127-2.142121]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(6.883049-inf)\'','\'(-2.333984--0.43563]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-3.846726--1.992353]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-3.871894--1.514953]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(-3.686063--1.304295]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',US
'\'(15.368083-inf)\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(16.450877-18.948357]\'','\'(-9.389012--7.894849]\'','\'(-1.201868-0.470127]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',US
'\'(10.604546-12.986315]\'','\'(-11.264217--9.409844]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(16.450877-18.948357]\'','\'(-12.377339--10.883176]\'','\'(-1.201868-0.470127]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(5.439952-7.765259]\'','\'(6.169673-8.67199]\'','\'(-6.228834--3.871894]\'','\'(18.948357-inf)\'','\'(-10.883176--9.389012]\'','\'(-1.201868-0.470127]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(12.986315-15.368083]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-3.871894--1.514953]\'','\'(16.450877-18.948357]\'','\'(-inf--13.871502]\'','\'(-1.201868-0.470127]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-11.82575--9.927397]\'',US
'\'(15.368083-inf)\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-10.942715--8.585775]\'','\'(13.953397-16.450877]\'','\'(-9.389012--7.894849]\'','\'(-1.201868-0.470127]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',US
'\'(15.368083-inf)\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-13.299656--10.942715]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(-1.201868-0.470127]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(12.986315-15.368083]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-8.653615--5.878051]\'','\'(-2.249019-0.033998]\'','\'(-8.029043--6.13069]\'',US
'\'(15.368083-inf)\'','\'(-3.846726--1.992353]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-inf--13.299656]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(2.142121-3.814116]\'','\'(2.759893-inf)\'','\'(-8.653615--5.878051]\'','\'(-4.532036--2.249019]\'','\'(-6.13069--4.232337]\'',US
'\'(10.604546-12.986315]\'','\'(-9.409844--7.555472]\'','\'(5.439952-7.765259]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(16.450877-18.948357]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-8.653615--5.878051]\'','\'(-2.249019-0.033998]\'','\'(-8.029043--6.13069]\'',US
'\'(15.368083-inf)\'','\'(-3.846726--1.992353]\'','\'(5.439952-7.765259]\'','\'(8.67199-11.174308]\'','\'(-inf--13.299656]\'','\'(8.958437-11.455917]\'','\'(-7.894849--6.400686]\'','\'(2.142121-3.814116]\'','\'(2.759893-inf)\'','\'(-5.878051--3.102488]\'','\'(-4.532036--2.249019]\'','\'(-6.13069--4.232337]\'',US
'\'(12.986315-15.368083]\'','\'(-1.992353--0.137981]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(16.450877-18.948357]\'','\'(-7.894849--6.400686]\'','\'(0.470127-2.142121]\'','\'(2.759893-inf)\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-8.029043--6.13069]\'',US
'\'(12.986315-15.368083]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(16.450877-18.948357]\'','\'(-10.883176--9.389012]\'','\'(-1.201868-0.470127]\'','\'(2.759893-inf)\'','\'(-8.653615--5.878051]\'','\'(-4.532036--2.249019]\'','\'(-11.82575--9.927397]\'',US
'\'(12.986315-15.368083]\'','\'(-3.846726--1.992353]\'','\'(5.439952-7.765259]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(13.953397-16.450877]\'','\'(-10.883176--9.389012]\'','\'(-1.201868-0.470127]\'','\'(2.759893-inf)\'','\'(-3.102488--0.326925]\'','\'(-2.249019-0.033998]\'','\'(-8.029043--6.13069]\'',US
'\'(12.986315-15.368083]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(13.953397-16.450877]\'','\'(-10.883176--9.389012]\'','\'(-1.201868-0.470127]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(10.604546-12.986315]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(3.667355-6.169673]\'','\'(-10.942715--8.585775]\'','\'(16.450877-18.948357]\'','\'(-9.389012--7.894849]\'','\'(-inf--1.201868]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(8.222778-10.604546]\'','\'(-7.555472--5.701099]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(3.459242-5.84101]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-10.942715--8.585775]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(4.600032-6.883049]\'','\'(-4.232337--2.333984]\'',US
'\'(1.077473-3.459242]\'','\'(1.716392-inf)\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(5.48611-7.158105]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-0.43563-1.462723]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-0.43563-1.462723]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(11.174308-13.676625]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-8.029043--6.13069]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-2.333984--0.43563]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(-1.535969-0.789338]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(8.958437-11.455917]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',US
'\'(5.84101-8.222778]\'','\'(-5.701099--3.846726]\'','\'(-1.535969-0.789338]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(6.460956-8.958437]\'','\'(-10.883176--9.389012]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-6.13069--4.232337]\'',US
'\'(5.84101-8.222778]\'','\'(-7.555472--5.701099]\'','\'(-3.861276--1.535969]\'','\'(8.67199-11.174308]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-12.377339--10.883176]\'','\'(2.142121-3.814116]\'','\'(2.759893-inf)\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(8.222778-10.604546]\'','\'(-5.701099--3.846726]\'','\'(-3.861276--1.535969]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(0.470127-2.142121]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(4.600032-6.883049]\'','\'(-2.333984--0.43563]\'',US
'\'(3.459242-5.84101]\'','\'(-5.701099--3.846726]\'','\'(0.789338-3.114645]\'','\'(8.67199-11.174308]\'','\'(-6.228834--3.871894]\'','\'(11.455917-13.953397]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(3.459242-5.84101]\'','\'(-7.555472--5.701099]\'','\'(3.114645-5.439952]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(11.455917-13.953397]\'','\'(-10.883176--9.389012]\'','\'(2.142121-3.814116]\'','\'(-1.3003-0.729796]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(-1.304295-1.077473]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(-1.3003-0.729796]\'','\'(-3.102488--0.326925]\'','\'(2.317015-4.600032]\'','\'(-4.232337--2.333984]\'',US
'\'(5.84101-8.222778]\'','\'(-3.846726--1.992353]\'','\'(-3.861276--1.535969]\'','\'(6.169673-8.67199]\'','\'(-8.585775--6.228834]\'','\'(8.958437-11.455917]\'','\'(-9.389012--7.894849]\'','\'(3.814116-5.48611]\'','\'(0.729796-2.759893]\'','\'(-5.878051--3.102488]\'','\'(2.317015-4.600032]\'','\'(-2.333984--0.43563]\'',US
'\'(-3.686063--1.304295]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(-1.337279-1.165038]\'','\'(3.198928-5.555869]\'','\'(3.963476-6.460956]\'','\'(-6.400686--4.906523]\'','\'(8.830099-10.502094]\'','\'(-inf--13.480877]\'','\'(7.999765-10.775328]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(1.077473-3.459242]\'','\'(-9.409844--7.555472]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(0.841987-3.198928]\'','\'(3.963476-6.460956]\'','\'(-9.389012--7.894849]\'','\'(12.174088-inf)\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(-1.304295-1.077473]\'','\'(-0.137981-1.716392]\'','\'(-1.535969-0.789338]\'','\'(1.165038-3.667355]\'','\'(5.555869-inf)\'','\'(6.460956-8.958437]\'','\'(-9.389012--7.894849]\'','\'(8.830099-10.502094]\'','\'(-11.450781--9.420685]\'','\'(7.999765-10.775328]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(-1.304295-1.077473]\'','\'(-1.992353--0.137981]\'','\'(5.439952-7.765259]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(3.963476-6.460956]\'','\'(-6.400686--4.906523]\'','\'(10.502094-12.174088]\'','\'(-11.450781--9.420685]\'','\'(7.999765-10.775328]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(5.439952-7.765259]\'','\'(-3.839597--1.337279]\'','\'(0.841987-3.198928]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(12.174088-inf)\'','\'(-11.450781--9.420685]\'','\'(2.448638-5.224202]\'','\'(0.033998-2.317015]\'','\'(-4.232337--2.333984]\'',US
'\'(-inf--3.686063]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(-1.337279-1.165038]\'','\'(0.841987-3.198928]\'','\'(3.963476-6.460956]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(-2.333984--0.43563]\'',US
'\'(-3.686063--1.304295]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(1.165038-3.667355]\'','\'(0.841987-3.198928]\'','\'(3.963476-6.460956]\'','\'(-7.894849--6.400686]\'','\'(10.502094-12.174088]\'','\'(-9.420685--7.390589]\'','\'(5.224202-7.999765]\'','\'(0.033998-2.317015]\'','\'(-2.333984--0.43563]\'',US
'\'(1.077473-3.459242]\'','\'(-7.555472--5.701099]\'','\'(5.439952-7.765259]\'','\'(-1.337279-1.165038]\'','\'(3.198928-5.555869]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(10.502094-12.174088]\'','\'(-13.480877--11.450781]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(-4.232337--2.333984]\'',US
'\'(1.077473-3.459242]\'','\'(-7.555472--5.701099]\'','\'(5.439952-7.765259]\'','\'(3.667355-6.169673]\'','\'(5.555869-inf)\'','\'(1.465996-3.963476]\'','\'(-6.400686--4.906523]\'','\'(12.174088-inf)\'','\'(-inf--13.480877]\'','\'(7.999765-10.775328]\'','\'(-2.249019-0.033998]\'','\'(-8.029043--6.13069]\'',US
'\'(-3.686063--1.304295]\'','\'(-0.137981-1.716392]\'','\'(0.789338-3.114645]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(6.460956-8.958437]\'','\'(-6.400686--4.906523]\'','\'(12.174088-inf)\'','\'(-13.480877--11.450781]\'','\'(5.224202-7.999765]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
'\'(-1.304295-1.077473]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(3.963476-6.460956]\'','\'(-7.894849--6.400686]\'','\'(8.830099-10.502094]\'','\'(-13.480877--11.450781]\'','\'(5.224202-7.999765]\'','\'(0.033998-2.317015]\'','\'(-2.333984--0.43563]\'',US
'\'(-3.686063--1.304295]\'','\'(-1.992353--0.137981]\'','\'(0.789338-3.114645]\'','\'(-1.337279-1.165038]\'','\'(0.841987-3.198928]\'','\'(6.460956-8.958437]\'','\'(-7.894849--6.400686]\'','\'(10.502094-12.174088]\'','\'(-11.450781--9.420685]\'','\'(5.224202-7.999765]\'','\'(2.317015-4.600032]\'','\'(-0.43563-1.462723]\'',US
'\'(1.077473-3.459242]\'','\'(-5.701099--3.846726]\'','\'(3.114645-5.439952]\'','\'(3.667355-6.169673]\'','\'(0.841987-3.198928]\'','\'(1.465996-3.963476]\'','\'(-4.906523--3.41236]\'','\'(10.502094-12.174088]\'','\'(-13.480877--11.450781]\'','\'(5.224202-7.999765]\'','\'(-2.249019-0.033998]\'','\'(-2.333984--0.43563]\'',US
'\'(-1.304295-1.077473]\'','\'(-0.137981-1.716392]\'','\'(3.114645-5.439952]\'','\'(1.165038-3.667355]\'','\'(3.198928-5.555869]\'','\'(6.460956-8.958437]\'','\'(-6.400686--4.906523]\'','\'(10.502094-12.174088]\'','\'(-13.480877--11.450781]\'','\'(2.448638-5.224202]\'','\'(0.033998-2.317015]\'','\'(-2.333984--0.43563]\'',US
'\'(1.077473-3.459242]\'','\'(-3.846726--1.992353]\'','\'(0.789338-3.114645]\'','\'(3.667355-6.169673]\'','\'(5.555869-inf)\'','\'(6.460956-8.958437]\'','\'(-6.400686--4.906523]\'','\'(10.502094-12.174088]\'','\'(-13.480877--11.450781]\'','\'(7.999765-10.775328]\'','\'(0.033998-2.317015]\'','\'(-6.13069--4.232337]\'',US
